Name,POS,DK Pts,DK Price,FD Points,FD Price,DK Price %,FD Price %,Diff DK/FD
Tommy Bohanon,RB,0.200,3000,0.2,4500,0.06,0.075,-0.015
Ryan Grant,WR,2.500,3000,2,4500,0.06,0.075,-0.015
Rex Burkhead,RB,3.400,3000,2.9,4500,0.06,0.075,-0.015
Michael Campanaro,WR,1.800,3000,1.3,4500,0.06,0.075,-0.015
Bryce Brown,RB,0,3000,5.2,5000,0.06,0.08333333333333333,-0.02333333333333333
Stepfan Taylor,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Zac Stacy,RB,0,3000,4.3,4800,0.06,0.08,-0.020000000000000004
Dri Archer,WR,0.000,3000,0,5100,0.06,0.085,-0.02500000000000001
Marquise Goodwin,WR,0,3000,0.6,4500,0.06,0.075,-0.015
Kevin Norwood,WR,0,3000,1.6,4500,0.06,0.075,-0.015
Chris Thompson,RB,1.100,3000,1.1,4800,0.06,0.08,-0.020000000000000004
Ricardo Lockette,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Christine Michael,RB,0,3000,1.9,4500,0.06,0.075,-0.015
Denard Robinson,RB,6.500,3000,5.5,5400,0.06,0.09,-0.03
Devin Street,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Chris Matthews,WR,1.800,3000,1.3,4500,0.06,0.075,-0.015
Aaron Dobson,WR,1.900,3000,1.4,4500,0.06,0.075,-0.015
Bernard Pierce,RB,1.400,3000,0.9,4500,0.06,0.075,-0.015
Stedman Bailey,WR,8.800,3000,7.3,4800,0.06,0.08,-0.020000000000000004
Quincy Enunwa,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Vick Ballard,RB,0,3000,0,4500,0.06,0.075,-0.015
Orleans Darkwa,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Rod Streater,WR,1.800,3000,1.3,4500,0.06,0.075,-0.015
Marcus Murphy,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Andre Williams,RB,1.400,3000,1.4,5300,0.06,0.08833333333333333,-0.028333333333333335
Josh Huff,WR,3.900,3000,2.9,4500,0.06,0.075,-0.015
Juwan Thompson,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Albert Wilson,WR,5.500,3000,4,4500,0.06,0.075,-0.015
Jeremy Langford,RB,0.100,3000,0.1,4500,0.06,0.075,-0.015
Rishard Matthews,WR,13.400,3000,11.4,4900,0.06,0.08166666666666667,-0.021666666666666667
Justin Hardy,WR,0,3000,0,4700,0.06,0.07833333333333334,-0.01833333333333334
Andre Holmes,WR,0.000,3000,0,5000,0.06,0.08333333333333333,-0.02333333333333333
Corey Fuller,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Geremy Davis,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Antonio Andrews,RB,0,3000,0.5,4500,0.06,0.075,-0.015
Chris Hogan,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Zach Zenner,RB,0.600,3000,0.6,4500,0.06,0.075,-0.015
Terron Ward,RB,0.000,3000,0,4500,0.06,0.075,-0.015
Quinton Patton,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Sammie Coates,WR,0,3000,0,4500,0.06,0.075,-0.015
Ka'Deem Carey,RB,0,3000,1.7,5100,0.06,0.085,-0.02500000000000001
Ty Montgomery,WR,0.000,3000,0,4700,0.06,0.07833333333333334,-0.01833333333333334
Jamison Crowder,WR,1.200,3000,0.7,4500,0.06,0.075,-0.015
Alonzo Harris,RB,0,3000,0,4500,0.06,0.075,-0.015
Bruce Ellington,WR,2.500,3000,1.5,4500,0.06,0.075,-0.015
Devin Smith,WR,0,3000,0,4600,0.06,0.07666666666666666,-0.016666666666666663
Josh Robinson,RB,1.100,3000,1.1,4500,0.06,0.075,-0.015
De'Anthony Thomas,WR,2.100,3000,1.6,4500,0.06,0.075,-0.015
Brittan Golden,WR,0,3000,0,4500,0.06,0.075,-0.015
Cordarrelle Patterson,WR,1.100,3000,0.6,4700,0.06,0.07833333333333334,-0.01833333333333334
Damien Williams,RB,1.300,3000,0.8,5300,0.06,0.08833333333333333,-0.028333333333333335
Stefon Diggs,WR,0,3000,0,4500,0.06,0.075,-0.015
Lorenzo Taliaferro,RB,0,3000,5.1,5300,0.06,0.08833333333333333,-0.028333333333333335
Cameron Artis-Payne,RB,0.000,3000,0,5300,0.06,0.08833333333333333,-0.028333333333333335
Lucky Whitehead,WR,0.000,3000,0,4900,0.06,0.08166666666666667,-0.021666666666666667
Adam Thielen,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Khiry Robinson,RB,12.000,3000,9.5,4900,0.06,0.08166666666666667,-0.021666666666666667
Taylor Gabriel,WR,4.000,3000,3,4500,0.06,0.075,-0.015
Jeff Janis,WR,0.000,3000,0,4500,0.06,0.075,-0.015
Seantavius Jones,WR,0.000,3000,0,4500,0.06,0.075,-0.015
David Johnson,TE,0.000,2800,12,6600,0.056,0.11,-0.054
Lance Kendricks,TE,12.200,2700,11.2,4600,0.054,0.07666666666666666,-0.02266666666666666
Scott Chandler,TE,7.100,2600,6.6,4900,0.052,0.08166666666666667,-0.029666666666666668
Jermaine Gresham,TE,1.400,2600,0.9,5300,0.052,0.08833333333333333,-0.036333333333333336
Josh Hill,TE,0.000,2600,0,5000,0.052,0.08333333333333333,-0.03133333333333333
